]®VHø00/00/0000, 00:00:00, Master Init Complete
05/08/2012, 10:02:31, Screen Saver
05/08/2012, 10:02:34, Note,6
05/08/2012, 10:02:44, Screen Saver
05/08/2012, 10:02:49, Note,6
05/08/2012, 10:02:54, Note,6
05/08/2012, 10:02:55, Note,6
05/08/2012, 10:03:06, Screen Saver
05/08/2012, 10:03:09, Note,8
05/08/2012, 10:03:19, Screen Saver
05/08/2012, 10:03:22, Note,6
05/08/2012, 10:03:32, Screen Saver
05/08/2012, 10:03:43, Screen Saver
05/08/2012, 10:03:45, Note,8
05/08/2012, 10:03:56, Screen Saver
05/08/2012, 10:04:07, Screen Saver
05/08/2012, 10:04:18, Screen Saver
05/08/2012, 10:04:29, Screen Saver
05/08/2012, 10:04:32, Note,6
05/08/2012, 10:04:32, Switching to noises
05/08/2012, 10:04:32, Note,6
05/08/2012, 10:04:32, Switching to instrument 0
05/08/2012, 10:04:34, Note,1
05/08/2012, 10:04:34, Note,2
05/08/2012, 10:04:35, Note,1
05/08/2012, 10:04:35, Note,2
05/08/2012, 10:04:35, Note,4
05/08/2012, 10:04:36, Note,5
05/08/2012, 10:04:36, Note,4
05/08/2012, 10:04:36, Note,7
05/08/2012, 10:04:36, Note,5
05/08/2012, 10:04:36, Note,7
05/08/2012, 10:04:36, Note,7
05/08/2012, 10:04:37, Note,8
05/08/2012, 10:04:37, Note,7
05/08/2012, 10:04:37, Note,6
05/08/2012, 10:04:38, Note,8
05/08/2012, 10:04:38, Note,7
05/08/2012, 10:04:43, Note,6
05/08/2012, 10:04:53, Screen Saver
05/08/2012, 10:05:04, Screen Saver
05/08/2012, 10:05:15, Screen Saver
05/08/2012, 10:05:26, Note,6
05/08/2012, 10:05:30, Note,6
05/08/2012, 10:05:41, Screen Saver
05/08/2012, 10:05:52, Screen Saver
05/08/2012, 10:05:53, Note,6
05/08/2012, 10:05:56, Note,6
05/08/2012, 10:06:07, Screen Saver
05/08/2012, 10:06:18, Screen Saver
05/08/2012, 10:06:24, Note,6
05/08/2012, 10:06:30, Note,6
05/08/2012, 10:06:31, Note,6
05/08/2012, 10:06:37, Note,6
05/08/2012, 10:06:48, Screen Saver
05/08/2012, 10:06:50, Note,5
05/08/2012, 10:06:50, Note,5
05/08/2012, 10:06:51, Note,5
05/08/2012, 10:06:55, Note,5
05/08/2012, 10:07:02, Note,6
05/08/2012, 10:07:05, Note,6
05/08/2012, 10:07:16, Screen Saver
05/08/2012, 10:07:19, Note,6
05/08/2012, 10:07:27, Note,6
05/08/2012, 10:07:28, Note,6
05/08/2012, 10:07:31, Note,6
05/08/2012, 10:07:42, Screen Saver
05/08/2012, 10:07:48, Note,6
05/08/2012, 10:07:52, Note,6
05/08/2012, 10:08:03, Screen Saver
05/08/2012, 10:08:14, Screen Saver
05/08/2012, 10:08:25, Screen Saver
05/08/2012, 10:08:27, Note,6
05/08/2012, 10:08:37, Note,6
05/08/2012, 10:08:48, Screen Saver
05/08/2012, 10:08:52, Note,6
05/08/2012, 10:09:02, Screen Saver
05/08/2012, 10:09:08, Note,6
05/08/2012, 10:09:13, Note,6
05/08/2012, 10:09:14, Note,6
05/08/2012, 10:09:16, Note,6
05/08/2012, 10:09:22, Note,6
05/08/2012, 10:09:29, Note,6
05/08/2012, 10:09:30, Note,6
05/08/2012, 10:09:38, Note,8
05/08/2012, 10:09:39, Note,7
05/08/2012, 10:09:40, Note,6
05/08/2012, 10:09:41, Note,4
05/08/2012, 10:09:42, Note,2
05/08/2012, 10:09:49, Note,6
05/08/2012, 10:10:00, Screen Saver
05/08/2012, 10:10:11, Screen Saver
05/08/2012, 10:10:22, Screen Saver
05/08/2012, 10:10:25, Note,6
05/08/2012, 10:10:35, Screen Saver
05/08/2012, 10:10:44, Note,6
05/08/2012, 10:10:45, Note,8
05/08/2012, 10:10:53, Note,6
05/08/2012, 10:11:03, Screen Saver
05/08/2012, 10:11:14, Screen Saver
05/08/2012, 10:11:21, Note,8
05/08/2012, 10:11:22, Note,6
05/08/2012, 10:11:25, Note,6
05/08/2012, 10:11:34, Note,6
05/08/2012, 10:11:43, Note,6
05/08/2012, 10:11:51, Note,6
05/08/2012, 10:12:02, Note,6
05/08/2012, 10:12:12, Screen Saver
05/08/2012, 10:12:14, Note,6
05/08/2012, 10:12:14, Note,6
05/08/2012, 10:12:18, Note,6
05/08/2012, 10:12:28, Screen Saver
05/08/2012, 10:12:34, Note,6
05/08/2012, 10:12:34, Note,6
05/08/2012, 10:12:37, Note,6
05/08/2012, 10:12:43, Note,6
05/08/2012, 10:12:53, Note,6
05/08/2012, 10:13:01, Note,8
05/08/2012, 10:13:02, Note,6
05/08/2012, 10:13:12, Screen Saver
05/08/2012, 10:13:15, Note,6
05/08/2012, 10:13:22, Note,6
05/08/2012, 10:13:28, Note,6
05/08/2012, 10:13:39, Screen Saver
05/08/2012, 10:13:47, Note,6
05/08/2012, 10:13:58, Screen Saver
05/08/2012, 10:13:58, Note,6
05/08/2012, 10:14:04, Note,6
05/08/2012, 10:14:12, Note,6
05/08/2012, 10:14:19, Note,6
05/08/2012, 10:14:30, Screen Saver
05/08/2012, 10:14:41, Screen Saver
05/08/2012, 10:14:46, Note,6
05/08/2012, 10:14:56, Screen Saver
05/08/2012, 10:15:00, Note,6
05/08/2012, 10:15:02, Note,6
05/08/2012, 10:15:04, Note,6
05/08/2012, 10:15:11, Note,6
05/08/2012, 10:15:18, Note,6
05/08/2012, 10:15:26, Note,6
05/08/2012, 10:15:37, Screen Saver
05/08/2012, 10:15:43, Note,6
05/08/2012, 10:15:45, Note,6
05/08/2012, 10:15:54, Switching to instrument 1
05/08/2012, 10:15:54, Switching to instrument 2
05/08/2012, 10:15:56, Switching to instrument 3
05/08/2012, 10:15:57, Switching to instrument 4
05/08/2012, 10:15:58, Note,1
05/08/2012, 10:15:59, Note,2
05/08/2012, 10:16:00, Note,3
05/08/2012, 10:16:01, Note,4
05/08/2012, 10:16:02, Note,5
05/08/2012, 10:16:03, Note,7
05/08/2012, 10:16:04, Note,7
05/08/2012, 10:16:04, Note,7
05/08/2012, 10:16:05, Note,6
05/08/2012, 10:16:05, Note,5
05/08/2012, 10:16:05, Note,5
05/08/2012, 10:16:05, Note,4
05/08/2012, 10:16:08, Switching to noises
05/08/2012, 10:16:08, Switching to instrument 0
05/08/2012, 10:16:08, Note,6
05/08/2012, 10:16:09, Switching to instrument 1
05/08/2012, 10:16:09, Switching to instrument 2
05/08/2012, 10:16:16, Note,6
05/08/2012, 10:16:19, Note,6
05/08/2012, 10:16:29, Screen Saver
05/08/2012, 10:16:37, Note,6
05/08/2012, 10:16:48, Screen Saver
05/08/2012, 10:16:59, Screen Saver
05/08/2012, 10:16:59, Note,6
05/08/2012, 10:17:02, Note,5
05/08/2012, 10:17:03, Note,5
05/08/2012, 10:17:05, Note,5
05/08/2012, 10:17:05, Note,5
05/08/2012, 10:17:06, Note,5
05/08/2012, 10:17:09, Note,5
05/08/2012, 10:17:09, Note,5
05/08/2012, 10:17:10, Note,5
05/08/2012, 10:17:17, Note,5
05/08/2012, 10:17:19, Note,5
05/08/2012, 10:17:21, Note,5
05/08/2012, 10:17:23, Note,6
05/08/2012, 10:17:33, Screen Saver
05/08/2012, 10:17:33, Note,6
05/08/2012, 10:17:38, Note,8
05/08/2012, 10:17:39, Note,1
05/08/2012, 10:17:39, Note,2
05/08/2012, 10:17:39, Note,3
05/08/2012, 10:17:39, Note,4
05/08/2012, 10:17:40, Note,5
05/08/2012, 10:17:40, Note,6
05/08/2012, 10:17:40, Note,7
05/08/2012, 10:17:40, Note,6
05/08/2012, 10:17:41, Note,5
05/08/2012, 10:17:41, Note,5
05/08/2012, 10:17:51, Screen Saver
05/08/2012, 10:18:02, Screen Saver
05/08/2012, 10:18:04, Note,6
05/08/2012, 10:18:14, Screen Saver
05/08/2012, 10:18:25, Screen Saver
05/08/2012, 10:18:29, Note,6
05/08/2012, 10:18:32, Note,6
05/08/2012, 10:18:42, Screen Saver
05/08/2012, 10:18:53, Screen Saver
05/08/2012, 10:18:53, Note,6
05/08/2012, 10:18:54, Note,6
05/08/2012, 10:19:04, Screen Saver
05/08/2012, 10:19:15, Screen Saver
05/08/2012, 10:19:15, Note,6
05/08/2012, 10:19:25, Note,6
05/08/2012, 10:19:31, Note,6
05/08/2012, 10:19:41, Screen Saver
05/08/2012, 10:19:47, Note,6
05/08/2012, 10:19:58, Screen Saver
05/08/2012, 10:19:58, Note,6
05/08/2012, 10:20:10, Screen Saver
05/08/2012, 10:20:21, Screen Saver
05/08/2012, 10:20:21, Note,6
05/08/2012, 10:20:24, Note,6
05/08/2012, 10:20:35, Screen Saver
05/08/2012, 10:20:37, Note,6
05/08/2012, 10:20:39, Note,6
05/08/2012, 10:20:46, Note,6
05/08/2012, 10:20:49, Note,6
05/08/2012, 10:20:58, Note,6
05/08/2012, 10:21:04, Note,6
05/08/2012, 10:21:05, Note,6
05/08/2012, 10:21:05, Note,6
05/08/2012, 10:21:15, Note,6
05/08/2012, 10:21:25, Screen Saver
05/08/2012, 10:21:30, Note,6
05/08/2012, 10:21:31, Note,6
05/08/2012, 10:21:36, Note,6
05/08/2012, 10:21:39, Note,6
05/08/2012, 10:21:44, Note,6
05/08/2012, 10:21:49, Note,6
05/08/2012, 10:21:54, Note,6
05/08/2012, 10:21:54, Note,4
05/08/2012, 10:21:55, Note,2
05/08/2012, 10:21:55, Note,2
05/08/2012, 10:21:55, Note,4
05/08/2012, 10:21:56, Note,3
05/08/2012, 10:21:56, Note,4
05/08/2012, 10:21:56, Note,4
05/08/2012, 10:21:56, Note,4
05/08/2012, 10:21:57, Note,1
05/08/2012, 10:21:57, Note,2
05/08/2012, 10:21:57, Note,4
05/08/2012, 10:21:58, Note,2
05/08/2012, 10:21:58, Note,2
05/08/2012, 10:21:58, Note,2
05/08/2012, 10:21:58, Note,3
05/08/2012, 10:21:58, Note,6
05/08/2012, 10:21:58, Note,3
05/08/2012, 10:21:59, Note,3
05/08/2012, 10:21:59, Note,4
05/08/2012, 10:21:59, Note,1
05/08/2012, 10:21:59, Note,5
05/08/2012, 10:22:00, Switching to instrument 3
05/08/2012, 10:22:00, Note,5
05/08/2012, 10:22:00, Note,1
05/08/2012, 10:22:00, Note,6
05/08/2012, 10:22:00, Note,8
05/08/2012, 10:22:01, Note,2
05/08/2012, 10:22:01, Note,3
05/08/2012, 10:22:02, Note,3
05/08/2012, 10:22:02, Note,4
05/08/2012, 10:22:02, Note,5
05/08/2012, 10:22:03, Note,6
05/08/2012, 10:22:03, Note,5
05/08/2012, 10:22:03, Note,6
05/08/2012, 10:22:04, Note,5
05/08/2012, 10:22:04, Note,4
05/08/2012, 10:22:05, Note,2
05/08/2012, 10:22:05, Note,3
05/08/2012, 10:22:05, Note,3
05/08/2012, 10:22:05, Note,3
05/08/2012, 10:22:05, Note,3
05/08/2012, 10:22:06, Note,2
05/08/2012, 10:22:06, Note,2
05/08/2012, 10:22:07, Note,2
05/08/2012, 10:22:07, Note,2
05/08/2012, 10:22:08, Note,4
05/08/2012, 10:22:08, Note,3
05/08/2012, 10:22:08, Note,5
05/08/2012, 10:22:08, Note,4
05/08/2012, 10:22:10, Note,7
05/08/2012, 10:22:10, Note,7
05/08/2012, 10:22:11, Note,6
05/08/2012, 10:22:21, Screen Saver
05/08/2012, 10:22:28, Note,6
05/08/2012, 10:22:35, Note,6
05/08/2012, 10:22:38, Note,6
05/08/2012, 10:22:44, Note,6
05/08/2012, 10:22:49, Note,6
05/08/2012, 10:23:00, Screen Saver
05/08/2012, 10:23:11, Screen Saver
05/08/2012, 10:23:13, Note,6
05/08/2012, 10:23:14, Note,6
05/08/2012, 10:23:23, Note,6
05/08/2012, 10:23:27, Note,6
05/08/2012, 10:23:38, Screen Saver
05/08/2012, 10:23:49, Screen Saver
05/08/2012, 10:24:00, Screen Saver
05/08/2012, 10:24:05, Note,6
05/08/2012, 10:24:10, Note,6
05/08/2012, 10:24:21, Screen Saver
05/08/2012, 10:24:24, Note,6
05/08/2012, 10:24:34, Screen Saver
05/08/2012, 10:24:38, Note,6
05/08/2012, 10:24:42, Note,6
05/08/2012, 10:24:49, Note,6
05/08/2012, 10:24:55, Note,6
05/08/2012, 10:25:06, Screen Saver
05/08/2012, 10:25:17, Screen Saver
05/08/2012, 10:25:28, Screen Saver
05/08/2012, 10:25:28, Note,6
05/08/2012, 10:25:40, Screen Saver
05/08/2012, 10:25:51, Screen Saver
05/08/2012, 10:26:02, Screen Saver
05/08/2012, 10:26:08, Note,6
05/08/2012, 10:26:18, Screen Saver
05/08/2012, 10:26:28, Note,6
05/08/2012, 10:26:32, Note,8
05/08/2012, 10:26:33, Note,8
05/08/2012, 10:26:33, Note,8
05/08/2012, 10:26:33, Note,7
05/08/2012, 10:26:34, Note,6
05/08/2012, 10:26:34, Note,5
05/08/2012, 10:26:34, Note,4
05/08/2012, 10:26:34, Note,2
05/08/2012, 10:26:35, Note,1
05/08/2012, 10:26:35, Note,2
05/08/2012, 10:26:35, Note,3
05/08/2012, 10:26:35, Note,4
05/08/2012, 10:26:35, Note,6
05/08/2012, 10:26:35, Note,7
05/08/2012, 10:26:35, Note,8
05/08/2012, 10:26:35, Note,8
05/08/2012, 10:26:36, Note,8
05/08/2012, 10:26:36, Note,7
05/08/2012, 10:26:36, Note,6
05/08/2012, 10:26:36, Note,5
05/08/2012, 10:26:36, Note,4
05/08/2012, 10:26:36, Note,3
05/08/2012, 10:26:36, Note,2
05/08/2012, 10:26:36, Note,1
05/08/2012, 10:26:37, Note,2
05/08/2012, 10:26:37, Note,3
05/08/2012, 10:26:37, Note,8
05/08/2012, 10:26:37, Note,4
05/08/2012, 10:26:37, Note,5
05/08/2012, 10:26:37, Note,6
05/08/2012, 10:26:37, Note,7
05/08/2012, 10:26:38, Note,8
05/08/2012, 10:26:38, Note,7
05/08/2012, 10:26:38, Note,7
05/08/2012, 10:26:40, Note,8
05/08/2012, 10:26:41, Note,7
05/08/2012, 10:26:41, Note,7
05/08/2012, 10:26:41, Note,7
05/08/2012, 10:26:41, Note,7
05/08/2012, 10:26:41, Note,7
05/08/2012, 10:26:41, Note,6
05/08/2012, 10:26:42, Note,6
05/08/2012, 10:26:42, Note,5
05/08/2012, 10:26:42, Note,6
05/08/2012, 10:26:43, Note,7
05/08/2012, 10:26:44, Note,8
05/08/2012, 10:26:44, Note,8
05/08/2012, 10:26:44, Note,7
05/08/2012, 10:26:44, Note,8
05/08/2012, 10:26:45, Note,8
05/08/2012, 10:26:46, Note,7
05/08/2012, 10:26:46, Note,6
05/08/2012, 10:26:46, Note,6
05/08/2012, 10:26:47, Note,5
05/08/2012, 10:26:48, Note,4
05/08/2012, 10:26:48, Note,4
05/08/2012, 10:26:48, Note,2
05/08/2012, 10:26:48, Note,2
05/08/2012, 10:26:49, Note,1
05/08/2012, 10:26:55, Note,6
05/08/2012, 10:27:05, Screen Saver
05/08/2012, 10:27:16, Screen Saver
05/08/2012, 10:27:16, Note,6
05/08/2012, 10:27:23, Note,6
05/08/2012, 10:27:34, Screen Saver
05/08/2012, 10:27:42, Note,6
05/08/2012, 10:27:48, Note,6
05/08/2012, 10:27:59, Screen Saver
05/08/2012, 10:27:59, Note,6
05/08/2012, 10:28:10, Screen Saver
05/08/2012, 10:28:21, Screen Saver
05/08/2012, 10:28:32, Screen Saver
05/08/2012, 10:28:40, Note,6
05/08/2012, 10:28:51, Screen Saver
05/08/2012, 10:29:02, Screen Saver
05/08/2012, 10:29:02, Note,6
05/08/2012, 10:29:13, Note,6
05/08/2012, 10:29:22, Note,6
05/08/2012, 10:29:30, Note,6
05/08/2012, 10:29:41, Screen Saver
05/08/2012, 10:29:44, Note,6
05/08/2012, 10:29:55, Screen Saver
05/08/2012, 10:30:06, Note,6
05/08/2012, 10:30:11, Note,6
05/08/2012, 10:30:18, Note,6
05/08/2012, 10:30:19, Note,6
05/08/2012, 10:30:19, Note,6
05/08/2012, 10:30:20, Note,6
05/08/2012, 10:30:31, Screen Saver
05/08/2012, 10:30:42, Screen Saver
05/08/2012, 10:30:53, Screen Saver
05/08/2012, 10:31:04, Screen Saver
05/08/2012, 10:31:12, Note,6
05/08/2012, 10:31:18, Note,6
05/08/2012, 10:31:29, Screen Saver
05/08/2012, 10:31:34, Note,6
05/08/2012, 10:31:42, Note,6
05/08/2012, 10:31:43, Note,6
05/08/2012, 10:31:53, Screen Saver
05/08/2012, 10:32:04, Screen Saver
05/08/2012, 10:32:10, Note,6
05/08/2012, 10:32:11, Note,6
05/08/2012, 10:32:18, Note,6
05/08/2012, 10:32:28, Screen Saver
05/08/2012, 10:32:39, Screen Saver
05/08/2012, 10:32:50, Screen Saver
05/08/2012, 10:33:01, Screen Saver
05/08/2012, 10:33:07, Note,6
05/08/2012, 10:33:17, Screen Saver
05/08/2012, 10:33:20, Note,6
05/08/2012, 10:33:30, Screen Saver
05/08/2012, 10:33:36, Note,6
05/08/2012, 10:33:46, Screen Saver
05/08/2012, 10:33:57, Note,8
05/08/2012, 10:34:08, Screen Saver
05/08/2012, 10:34:19, Screen Saver
05/08/2012, 10:34:27, Note,8
05/08/2012, 10:34:28, Note,6
05/08/2012, 10:34:39, Screen Saver
05/08/2012, 10:34:39, Note,6
05/08/2012, 10:34:50, Screen Saver
05/08/2012, 10:34:53, Note,6
05/08/2012, 10:34:53, Note,6
05/08/2012, 10:34:53, Note,5
05/08/2012, 10:34:53, Note,5
05/08/2012, 10:34:54, Note,5
05/08/2012, 10:34:56, Note,6
05/08/2012, 10:34:58, Note,6
05/08/2012, 10:34:59, Note,8
05/08/2012, 10:35:00, Note,7
05/08/2012, 10:35:00, Note,7
05/08/2012, 10:35:01, Note,6
05/08/2012, 10:35:01, Note,6
05/08/2012, 10:35:01, Note,7
05/08/2012, 10:35:01, Note,6
05/08/2012, 10:35:02, Note,7
05/08/2012, 10:35:02, Note,6
05/08/2012, 10:35:02, Note,4
05/08/2012, 10:35:02, Note,5
05/08/2012, 10:35:03, Note,4
05/08/2012, 10:35:03, Note,2
05/08/2012, 10:35:03, Note,2
05/08/2012, 10:35:04, Note,1
05/08/2012, 10:35:04, Note,2
05/08/2012, 10:35:04, Note,1
05/08/2012, 10:35:04, Note,1
05/08/2012, 10:35:05, Switching to instrument 4
05/08/2012, 10:35:08, Note,2
05/08/2012, 10:35:09, Switching to noises
05/08/2012, 10:35:09, Switching to instrument 0
05/08/2012, 10:35:10, Note,1
05/08/2012, 10:35:10, Note,2
05/08/2012, 10:35:11, Note,4
05/08/2012, 10:35:11, Note,3
05/08/2012, 10:35:11, Note,4
05/08/2012, 10:35:11, Note,5
05/08/2012, 10:35:11, Note,4
05/08/2012, 10:35:11, Note,6
05/08/2012, 10:35:12, Note,6
05/08/2012, 10:35:12, Note,7
05/08/2012, 10:35:12, Note,7
05/08/2012, 10:35:12, Note,6
05/08/2012, 10:35:12, Note,8
05/08/2012, 10:35:12, Note,7
05/08/2012, 10:35:12, Note,7
05/08/2012, 10:35:12, Note,7
05/08/2012, 10:35:13, Note,7
05/08/2012, 10:35:13, Note,7
05/08/2012, 10:35:13, Note,6
05/08/2012, 10:35:13, Note,4
05/08/2012, 10:35:13, Note,5
05/08/2012, 10:35:13, Note,4
05/08/2012, 10:35:14, Note,1
05/08/2012, 10:35:14, Note,3
05/08/2012, 10:35:14, Note,6
05/08/2012, 10:35:14, Note,2
05/08/2012, 10:35:14, Note,1
05/08/2012, 10:35:15, Note,6
05/08/2012, 10:35:15, Note,6
05/08/2012, 10:35:15, Note,1
05/08/2012, 10:35:15, Switching to instrument 1
05/08/2012, 10:35:15, Note,1
05/08/2012, 10:35:15, Note,6
05/08/2012, 10:35:15, Switching to instrument 2
05/08/2012, 10:35:15, Note,5
05/08/2012, 10:35:15, Note,1
05/08/2012, 10:35:15, Note,1
05/08/2012, 10:35:16, Note,1
05/08/2012, 10:35:16, Note,4
05/08/2012, 10:35:16, Note,2
05/08/2012, 10:35:16, Note,4
05/08/2012, 10:35:17, Note,6
05/08/2012, 10:35:17, Note,5
05/08/2012, 10:35:17, Note,7
05/08/2012, 10:35:17, Note,3
05/08/2012, 10:35:17, Note,8
05/08/2012, 10:35:17, Note,3
05/08/2012, 10:35:17, Note,7
05/08/2012, 10:35:17, Note,2
05/08/2012, 10:35:18, Note,4
05/08/2012, 10:35:18, Note,7
05/08/2012, 10:35:18, Note,7
05/08/2012, 10:35:18, Note,6
05/08/2012, 10:35:18, Note,3
05/08/2012, 10:35:18, Note,7
05/08/2012, 10:35:18, Note,6
05/08/2012, 10:35:18, Note,6
05/08/2012, 10:35:19, Note,2
05/08/2012, 10:35:20, Note,2
05/08/2012, 10:35:20, Note,6
05/08/2012, 10:35:21, Note,6
05/08/2012, 10:35:21, Note,1
05/08/2012, 10:35:21, Switching to instrument 3
05/08/2012, 10:35:21, Switching to instrument 4
05/08/2012, 10:35:22, Switching to noises
05/08/2012, 10:35:23, Note,6
05/08/2012, 10:35:24, Switching to instrument 0
05/08/2012, 10:35:24, Switching to instrument 1
05/08/2012, 10:35:26, Switching to instrument 2
05/08/2012, 10:35:26, Switching to instrument 3
05/08/2012, 10:35:27, Switching to instrument 4
05/08/2012, 10:35:28, Switching to noises
05/08/2012, 10:35:29, Switching to instrument 0
05/08/2012, 10:35:30, Note,1
05/08/2012, 10:35:31, Note,6
05/08/2012, 10:35:34, Note,4
05/08/2012, 10:35:35, Note,4
05/08/2012, 10:35:35, Note,4
05/08/2012, 10:35:35, Note,3
05/08/2012, 10:35:35, Note,4
05/08/2012, 10:35:35, Note,2
05/08/2012, 10:35:36, Note,2
05/08/2012, 10:35:36, Note,1
05/08/2012, 10:35:37, Note,1
05/08/2012, 10:35:37, Note,1
05/08/2012, 10:35:37, Note,4
05/08/2012, 10:35:37, Note,2
05/08/2012, 10:35:38, Note,5
05/08/2012, 10:35:38, Note,5
05/08/2012, 10:35:38, Note,6
05/08/2012, 10:35:38, Note,6
05/08/2012, 10:35:38, Note,8
05/08/2012, 10:35:38, Note,7
05/08/2012, 10:35:39, Note,7
05/08/2012, 10:35:39, Note,7
05/08/2012, 10:35:39, Note,7
05/08/2012, 10:35:39, Note,6
05/08/2012, 10:35:40, Note,2
05/08/2012, 10:35:40, Note,2
05/08/2012, 10:35:40, Note,2
05/08/2012, 10:35:40, Note,1
05/08/2012, 10:35:40, Note,1
05/08/2012, 10:35:41, Note,1
05/08/2012, 10:35:41, Note,2
05/08/2012, 10:35:41, Note,4
05/08/2012, 10:35:41, Note,5
05/08/2012, 10:35:41, Note,5
05/08/2012, 10:35:41, Note,3
05/08/2012, 10:35:42, Note,5
05/08/2012, 10:35:42, Note,6
05/08/2012, 10:35:42, Note,6
05/08/2012, 10:35:42, Note,7
05/08/2012, 10:35:53, Screen Saver
05/08/2012, 10:36:04, Screen Saver
05/08/2012, 10:36:10, Note,6
05/08/2012, 10:36:21, Screen Saver
05/08/2012, 10:36:26, Note,6
05/08/2012, 10:36:28, Note,6
05/08/2012, 10:36:38, Screen Saver
05/08/2012, 10:36:49, Screen Saver
05/08/2012, 10:36:51, Note,6
05/08/2012, 10:37:02, Screen Saver
05/08/2012, 10:37:02, Note,6
05/08/2012, 10:37:13, Screen Saver
05/08/2012, 10:37:15, Note,6
05/08/2012, 10:37:21, Note,6
05/08/2012, 10:37:23, Note,6
05/08/2012, 10:37:33, Note,6
05/08/2012, 10:37:42, Note,6
05/08/2012, 10:37:47, Note,3
05/08/2012, 10:37:48, Note,4
05/08/2012, 10:37:48, Note,4
05/08/2012, 10:37:49, Note,3
05/08/2012, 10:37:49, Note,3
05/08/2012, 10:37:49, Note,3
05/08/2012, 10:37:50, Note,2
05/08/2012, 10:37:50, Note,2
05/08/2012, 10:37:50, Note,2
05/08/2012, 10:37:50, Note,3
05/08/2012, 10:37:51, Note,4
05/08/2012, 10:37:51, Note,3
05/08/2012, 10:37:51, Note,2
05/08/2012, 10:37:52, Note,1
05/08/2012, 10:37:53, Note,6
05/08/2012, 10:37:53, Note,7
05/08/2012, 10:37:53, Note,6
05/08/2012, 10:37:53, Note,5
05/08/2012, 10:37:59, Note,8
05/08/2012, 10:38:01, Note,1
05/08/2012, 10:38:02, Note,2
05/08/2012, 10:38:02, Note,3
05/08/2012, 10:38:02, Note,4
05/08/2012, 10:38:03, Note,3
05/08/2012, 10:38:03, Note,4
05/08/2012, 10:38:04, Note,4
05/08/2012, 10:38:04, Note,2
05/08/2012, 10:38:04, Note,2
05/08/2012, 10:38:05, Note,3
05/08/2012, 10:38:05, Note,4
05/08/2012, 10:38:06, Note,3
05/08/2012, 10:38:06, Note,2
05/08/2012, 10:38:06, Note,1
05/08/2012, 10:38:06, Note,6
05/08/2012, 10:38:08, Note,6
05/08/2012, 10:38:09, Note,1
05/08/2012, 10:38:09, Note,3
05/08/2012, 10:38:09, Note,3
05/08/2012, 10:38:10, Note,2
05/08/2012, 10:38:10, Note,4
05/08/2012, 10:38:10, Note,8
05/08/2012, 10:38:10, Note,6
05/08/2012, 10:38:10, Note,6
05/08/2012, 10:38:11, Note,1
05/08/2012, 10:38:21, Screen Saver
05/08/2012, 10:38:32, Screen Saver
05/08/2012, 10:38:38, Note,6
05/08/2012, 10:38:40, Note,6
05/08/2012, 10:38:49, Note,6
05/08/2012, 10:38:49, Note,6
05/08/2012, 10:38:55, Note,1
05/08/2012, 10:38:55, Note,6
05/08/2012, 10:38:57, Note,3
05/08/2012, 10:38:58, Note,2
05/08/2012, 10:38:59, Note,2
05/08/2012, 10:38:59, Note,2
05/08/2012, 10:38:59, Note,2
05/08/2012, 10:38:59, Note,2
05/08/2012, 10:38:59, Note,8
05/08/2012, 10:39:00, Note,4
05/08/2012, 10:39:00, Note,4
05/08/2012, 10:39:01, Note,5
05/08/2012, 10:39:01, Note,5
05/08/2012, 10:39:03, Note,5
05/08/2012, 10:39:03, Note,5
05/08/2012, 10:39:04, Note,3
05/08/2012, 10:39:04, Note,2
05/08/2012, 10:39:04, Note,1
05/08/2012, 10:39:04, Note,1
05/08/2012, 10:39:04, Switching to instrument 1
05/08/2012, 10:39:04, Note,6
05/08/2012, 10:39:06, Note,4
05/08/2012, 10:39:06, Note,5
05/08/2012, 10:39:07, Note,4
05/08/2012, 10:39:07, Note,3
05/08/2012, 10:39:08, Note,2
05/08/2012, 10:39:09, Note,3
05/08/2012, 10:39:09, Note,1
05/08/2012, 10:39:09, Note,8
05/08/2012, 10:39:09, Note,8
05/08/2012, 10:39:10, Note,8
05/08/2012, 10:39:10, Switching to instrument 2
05/08/2012, 10:39:11, Note,3
05/08/2012, 10:39:12, Note,3
05/08/2012, 10:39:12, Note,2
05/08/2012, 10:39:12, Note,1
05/08/2012, 10:39:13, Note,1
05/08/2012, 10:39:13, Note,8
05/08/2012, 10:39:13, Note,1
05/08/2012, 10:39:13, Switching to instrument 3
05/08/2012, 10:39:13, Note,8
05/08/2012, 10:39:13, Note,6
05/08/2012, 10:39:14, Note,3
05/08/2012, 10:39:14, Note,8
05/08/2012, 10:39:15, Note,4
05/08/2012, 10:39:15, Note,5
05/08/2012, 10:39:16, Note,6
05/08/2012, 10:39:16, Note,7
05/08/2012, 10:39:16, Note,8
05/08/2012, 10:39:17, Note,6
05/08/2012, 10:39:18, Note,6
05/08/2012, 10:39:18, Note,5
05/08/2012, 10:39:18, Note,5
05/08/2012, 10:39:18, Note,4
05/08/2012, 10:39:18, Note,3
05/08/2012, 10:39:19, Note,2
05/08/2012, 10:39:19, Note,1
05/08/2012, 10:39:19, Note,1
05/08/2012, 10:39:19, Switching to instrument 4
05/08/2012, 10:39:19, Note,8
05/08/2012, 10:39:19, Note,6
05/08/2012, 10:39:21, Note,8
05/08/2012, 10:39:21, Note,8
05/08/2012, 10:39:21, Note,1
