WvVHø00/00/0000, 00:00:00, Master Init Complete
01/06/2013, 12:28:08, Note,4
01/06/2013, 12:28:08, Note,5
01/06/2013, 12:28:08, Note,6
01/06/2013, 12:28:08, Note,7
01/06/2013, 12:28:08, Note,8
01/06/2013, 12:28:09, Note,7
01/06/2013, 12:28:09, Note,6
01/06/2013, 12:28:09, Note,5
01/06/2013, 12:28:09, Note,4
01/06/2013, 12:28:09, Note,2
01/06/2013, 12:28:09, Note,2
01/06/2013, 12:28:09, Note,3
01/06/2013, 12:28:09, Note,4
01/06/2013, 12:28:10, Note,7
01/06/2013, 12:28:10, Note,6
01/06/2013, 12:28:10, Note,3
01/06/2013, 12:28:10, Note,3
01/06/2013, 12:28:10, Note,1
01/06/2013, 12:28:10, Note,2
01/06/2013, 12:28:10, Note,3
01/06/2013, 12:28:10, Note,5
01/06/2013, 12:28:10, Note,4
01/06/2013, 12:28:10, Note,7
01/06/2013, 12:28:10, Note,4
01/06/2013, 12:28:10, Note,5
01/06/2013, 12:28:10, Note,2
01/06/2013, 12:28:11, Note,1
01/06/2013, 12:28:11, Note,3
01/06/2013, 12:28:11, Note,6
01/06/2013, 12:28:11, Note,5
01/06/2013, 12:28:11, Note,5
01/06/2013, 12:28:11, Note,6
01/06/2013, 12:28:11, Note,3
01/06/2013, 12:28:11, Note,4
01/06/2013, 12:28:11, Note,5
01/06/2013, 12:28:11, Note,2
01/06/2013, 12:28:11, Note,5
01/06/2013, 12:28:12, Note,6
01/06/2013, 12:28:12, Note,7
01/06/2013, 12:28:12, Note,6
01/06/2013, 12:28:13, Note,5
01/06/2013, 12:28:13, Note,4
01/06/2013, 12:28:13, Note,4
01/06/2013, 12:28:13, Note,3
01/06/2013, 12:28:13, Note,6
01/06/2013, 12:28:13, Note,7
01/06/2013, 12:28:13, Note,6
01/06/2013, 12:28:14, Note,5
01/06/2013, 12:28:14, Note,4
01/06/2013, 12:28:14, Note,3
01/06/2013, 12:28:16, Note,3
01/06/2013, 12:28:17, Note,3
01/06/2013, 12:28:17, Note,3
01/06/2013, 12:28:17, Note,3
01/06/2013, 12:28:17, Note,4
01/06/2013, 12:28:18, Note,4
01/06/2013, 12:28:18, Note,4
01/06/2013, 12:28:19, Note,5
01/06/2013, 12:28:19, Note,5
01/06/2013, 12:28:19, Note,5
01/06/2013, 12:28:19, Note,5
01/06/2013, 12:28:20, Note,6
01/06/2013, 12:28:20, Note,6
01/06/2013, 12:28:21, Note,6
01/06/2013, 12:28:21, Note,7
01/06/2013, 12:28:22, Note,8
01/06/2013, 12:28:22, Note,6
01/06/2013, 12:28:23, Note,7
01/06/2013, 12:28:23, Note,7
01/06/2013, 12:28:23, Note,7
01/06/2013, 12:28:24, Note,7
01/06/2013, 12:28:24, Note,6
01/06/2013, 12:28:24, Note,5
01/06/2013, 12:28:24, Note,4
01/06/2013, 12:28:24, Note,3
01/06/2013, 12:28:24, Note,2
01/06/2013, 12:28:24, Note,1
01/06/2013, 12:28:25, Note,1
01/06/2013, 12:28:25, Note,2
01/06/2013, 12:28:25, Note,3
01/06/2013, 12:28:25, Note,4
01/06/2013, 12:28:25, Note,5
01/06/2013, 12:28:36, Screen Saver
01/06/2013, 12:28:47, Screen Saver
01/06/2013, 12:28:58, Screen Saver
01/06/2013, 12:29:09, Screen Saver
01/06/2013, 12:29:20, Screen Saver
01/06/2013, 12:29:31, Screen Saver
01/06/2013, 12:29:42, Screen Saver
01/06/2013, 12:29:53, Screen Saver
01/06/2013, 12:30:04, Screen Saver
01/06/2013, 12:30:07, Note,8
01/06/2013, 12:30:07, Note,6
01/06/2013, 12:30:07, Note,5
01/06/2013, 12:30:08, Note,4
01/06/2013, 12:30:08, Note,3
01/06/2013, 12:30:08, Note,2
01/06/2013, 12:30:08, Note,1
01/06/2013, 12:30:18, Screen Saver
01/06/2013, 12:30:29, Screen Saver
01/06/2013, 12:30:40, Screen Saver
01/06/2013, 12:30:51, Screen Saver
01/06/2013, 12:31:02, Screen Saver
01/06/2013, 12:31:13, Screen Saver
01/06/2013, 12:31:24, Screen Saver
01/06/2013, 12:31:36, Screen Saver
01/06/2013, 12:31:47, Screen Saver
01/06/2013, 12:31:58, Screen Saver
01/06/2013, 12:32:09, Screen Saver
01/06/2013, 12:32:20, Screen Saver
01/06/2013, 12:32:31, Screen Saver
01/06/2013, 12:32:42, Screen Saver
01/06/2013, 12:32:44, Note,7
01/06/2013, 12:32:44, Note,8
01/06/2013, 12:32:44, Note,7
01/06/2013, 12:32:44, Note,6
01/06/2013, 12:32:44, Note,5
01/06/2013, 12:32:44, Note,4
01/06/2013, 12:32:45, Note,3
01/06/2013, 12:32:45, Note,2
01/06/2013, 12:32:45, Note,1
01/06/2013, 12:32:45, Note,2
01/06/2013, 12:32:45, Note,3
01/06/2013, 12:32:46, Note,4
01/06/2013, 12:32:46, Note,4
01/06/2013, 12:32:46, Note,2
01/06/2013, 12:32:47, Note,1
01/06/2013, 12:32:47, Note,6
01/06/2013, 12:32:47, Note,1
01/06/2013, 12:32:48, Note,2
01/06/2013, 12:32:48, Note,3
01/06/2013, 12:32:48, Note,2
01/06/2013, 12:32:49, Note,1
01/06/2013, 12:32:49, Note,6
01/06/2013, 12:32:49, Note,6
01/06/2013, 12:32:49, Note,1
01/06/2013, 12:32:49, Note,2
01/06/2013, 12:32:50, Note,3
01/06/2013, 12:32:51, Note,3
01/06/2013, 12:32:51, Note,4
01/06/2013, 12:32:52, Note,3
01/06/2013, 12:32:54, Note,8
01/06/2013, 12:32:54, Note,7
01/06/2013, 12:32:54, Note,7
01/06/2013, 12:32:54, Note,8
01/06/2013, 12:32:54, Note,7
01/06/2013, 12:32:56, Note,8
01/06/2013, 12:32:56, Note,7
01/06/2013, 12:32:57, Note,1
01/06/2013, 12:32:57, Note,2
01/06/2013, 12:32:58, Note,2
01/06/2013, 12:32:58, Note,1
01/06/2013, 12:32:59, Note,2
01/06/2013, 12:32:59, Note,3
01/06/2013, 12:33:10, Screen Saver
01/06/2013, 12:33:21, Screen Saver
01/06/2013, 12:33:32, Screen Saver
01/06/2013, 12:33:43, Screen Saver
01/06/2013, 12:33:54, Screen Saver
01/06/2013, 12:34:05, Screen Saver
01/06/2013, 12:34:16, Screen Saver
01/06/2013, 12:34:27, Screen Saver
01/06/2013, 12:34:38, Screen Saver
01/06/2013, 12:34:49, Screen Saver
01/06/2013, 12:35:00, Screen Saver
01/06/2013, 12:35:11, Screen Saver
01/06/2013, 12:35:22, Screen Saver
01/06/2013, 12:35:33, Screen Saver
01/06/2013, 12:35:37, Note,8
01/06/2013, 12:35:37, Note,7
01/06/2013, 12:35:37, Note,6
01/06/2013, 12:35:38, Note,5
01/06/2013, 12:35:38, Note,4
01/06/2013, 12:35:38, Note,3
01/06/2013, 12:35:38, Note,2
01/06/2013, 12:35:38, Note,2
01/06/2013, 12:35:39, Note,3
01/06/2013, 12:35:39, Note,4
01/06/2013, 12:35:39, Note,5
01/06/2013, 12:35:39, Note,6
01/06/2013, 12:35:39, Note,7
01/06/2013, 12:35:39, Note,8
01/06/2013, 12:35:40, Note,3
01/06/2013, 12:35:41, Note,3
01/06/2013, 12:35:42, Note,3
01/06/2013, 12:35:42, Note,3
01/06/2013, 12:35:42, Note,3
01/06/2013, 12:35:42, Note,3
01/06/2013, 12:35:42, Note,3
01/06/2013, 12:35:42, Note,3
01/06/2013, 12:35:45, Note,3
01/06/2013, 12:35:45, Note,3
01/06/2013, 12:35:45, Note,2
01/06/2013, 12:35:45, Note,3
01/06/2013, 12:35:46, Note,3
01/06/2013, 12:35:47, Note,2
01/06/2013, 12:35:47, Note,2
01/06/2013, 12:35:49, Note,1
01/06/2013, 12:35:49, Note,1
01/06/2013, 12:35:52, Note,1
01/06/2013, 12:35:53, Note,1
01/06/2013, 12:35:53, Switching to instrument 3
01/06/2013, 12:35:54, Note,8
01/06/2013, 12:35:55, Note,7
01/06/2013, 12:35:55, Switching to instrument 4
01/06/2013, 12:35:55, Note,6
01/06/2013, 12:35:55, Note,5
01/06/2013, 12:35:55, Switching to noises
01/06/2013, 12:35:55, Note,8
01/06/2013, 12:35:55, Switching to instrument 0
01/06/2013, 12:35:57, Note,8
01/06/2013, 12:35:58, Note,5
01/06/2013, 12:35:58, Note,6
01/06/2013, 12:35:58, Note,5
01/06/2013, 12:35:58, Note,7
01/06/2013, 12:35:58, Note,5
01/06/2013, 12:35:58, Switching to instrument 1
01/06/2013, 12:35:58, Note,8
01/06/2013, 12:36:01, Switching to instrument 2
01/06/2013, 12:36:02, Switching to instrument 3
01/06/2013, 12:36:04, Note,5
01/06/2013, 12:36:04, Note,5
01/06/2013, 12:36:05, Note,4
01/06/2013, 12:36:05, Note,6
01/06/2013, 12:36:05, Note,5
01/06/2013, 12:36:05, Note,7
01/06/2013, 12:36:05, Note,8
01/06/2013, 12:36:05, Note,8
01/06/2013, 12:36:06, Note,7
01/06/2013, 12:36:06, Note,7
01/06/2013, 12:36:06, Note,8
01/06/2013, 12:36:07, Note,8
01/06/2013, 12:36:07, Note,8
01/06/2013, 12:36:08, Note,5
01/06/2013, 12:36:08, Note,8
01/06/2013, 12:36:08, Note,7
01/06/2013, 12:36:08, Note,8
01/06/2013, 12:36:09, Note,8
01/06/2013, 12:36:09, Note,6
01/06/2013, 12:36:09, Note,5
01/06/2013, 12:36:09, Note,5
01/06/2013, 12:36:09, Note,4
01/06/2013, 12:36:10, Note,3
01/06/2013, 12:36:10, Note,2
01/06/2013, 12:36:11, Note,1
01/06/2013, 12:36:11, Note,1
01/06/2013, 12:36:11, Note,5
01/06/2013, 12:36:11, Note,2
01/06/2013, 12:36:11, Note,1
01/06/2013, 12:36:12, Note,1
01/06/2013, 12:36:12, Note,1
01/06/2013, 12:36:12, Note,1
01/06/2013, 12:36:12, Note,2
01/06/2013, 12:36:12, Note,2
01/06/2013, 12:36:12, Note,1
01/06/2013, 12:36:13, Note,1
01/06/2013, 12:36:13, Note,1
01/06/2013, 12:36:14, Note,6
01/06/2013, 12:36:14, Note,2
01/06/2013, 12:36:15, Note,3
01/06/2013, 12:36:15, Note,5
01/06/2013, 12:36:15, Note,3
01/06/2013, 12:36:15, Switching to instrument 4
01/06/2013, 12:36:15, Note,3
01/06/2013, 12:36:15, Note,4
01/06/2013, 12:36:16, Switching to noises
01/06/2013, 12:36:18, Note,1
01/06/2013, 12:36:18, Note,2
01/06/2013, 12:36:19, Note,3
01/06/2013, 12:36:19, Note,2
01/06/2013, 12:36:19, Note,1
01/06/2013, 12:36:20, Note,1
01/06/2013, 12:36:20, Note,5
01/06/2013, 12:36:21, Note,5
01/06/2013, 12:36:21, Note,5
01/06/2013, 12:36:21, Note,4
01/06/2013, 12:36:21, Note,7
01/06/2013, 12:36:21, Note,7
01/06/2013, 12:36:21, Note,3
01/06/2013, 12:36:21, Note,5
01/06/2013, 12:36:22, Note,6
01/06/2013, 12:36:22, Note,7
01/06/2013, 12:36:22, Note,7
01/06/2013, 12:36:22, Note,6
01/06/2013, 12:36:22, Note,7
01/06/2013, 12:36:23, Note,7
01/06/2013, 12:36:23, Note,8
01/06/2013, 12:36:23, Note,7
01/06/2013, 12:36:23, Note,8
01/06/2013, 12:36:23, Note,6
01/06/2013, 12:36:23, Note,4
01/06/2013, 12:36:25, Note,8
01/06/2013, 12:36:25, Note,6
01/06/2013, 12:36:25, Note,7
01/06/2013, 12:36:26, Note,8
01/06/2013, 12:36:28, Switching to instrument 0
01/06/2013, 12:36:29, Note,1
01/06/2013, 12:36:29, Note,1
01/06/2013, 12:36:29, Note,2
01/06/2013, 12:36:29, Note,1
01/06/2013, 12:36:29, Note,2
01/06/2013, 12:36:29, Note,2
01/06/2013, 12:36:30, Switching to instrument 1
01/06/2013, 12:36:31, Note,1
01/06/2013, 12:36:32, Note,1
01/06/2013, 12:36:32, Note,2
01/06/2013, 12:36:32, Note,1
01/06/2013, 12:36:33, Note,3
01/06/2013, 12:36:43, Screen Saver
01/06/2013, 12:36:54, Note,5
01/06/2013, 12:37:02, Switching to instrument 2
01/06/2013, 12:37:06, Switching to instrument 3
01/06/2013, 12:37:06, Note,6
01/06/2013, 12:37:06, Note,5
01/06/2013, 12:37:06, Note,4
01/06/2013, 12:37:06, Note,3
01/06/2013, 12:37:07, Note,4
01/06/2013, 12:37:07, Switching to instrument 4
01/06/2013, 12:37:07, Note,5
01/06/2013, 12:37:07, Note,6
01/06/2013, 12:37:08, Note,5
01/06/2013, 12:37:08, Note,5
01/06/2013, 12:37:08, Note,6
01/06/2013, 12:37:09, Note,5
01/06/2013, 12:37:09, Note,5
01/06/2013, 12:37:09, Note,6
01/06/2013, 12:37:10, Note,6
01/06/2013, 12:37:10, Note,6
01/06/2013, 12:37:11, Switching to noises
01/06/2013, 12:37:13, Note,6
01/06/2013, 12:37:13, Note,6
01/06/2013, 12:37:13, Note,6
01/06/2013, 12:37:14, Note,7
01/06/2013, 12:37:14, Note,8
01/06/2013, 12:37:15, Note,8
01/06/2013, 12:37:15, Note,7
01/06/2013, 12:37:16, Note,8
01/06/2013, 12:37:17, Note,8
01/06/2013, 12:37:18, Note,8
01/06/2013, 12:37:18, Note,8
01/06/2013, 12:37:18, Note,8
01/06/2013, 12:37:18, Note,8
01/06/2013, 12:37:18, Note,7
01/06/2013, 12:37:18, Note,7
01/06/2013, 12:37:20, Note,8
01/06/2013, 12:37:20, Note,8
01/06/2013, 12:37:20, Note,8
01/06/2013, 12:37:20, Note,8
01/06/2013, 12:37:20, Note,7
01/06/2013, 12:37:21, Note,7
01/06/2013, 12:37:21, Note,6
01/06/2013, 12:37:31, Screen Saver
01/06/2013, 12:37:42, Screen Saver
01/06/2013, 12:37:53, Screen Saver
01/06/2013, 12:38:05, Screen Saver
01/06/2013, 12:38:16, Screen Saver
01/06/2013, 12:38:27, Screen Saver
01/06/2013, 12:38:38, Screen Saver
01/06/2013, 12:38:46, Note,8
01/06/2013, 12:38:47, Note,8
01/06/2013, 12:38:47, Note,8
01/06/2013, 12:38:48, Note,8
01/06/2013, 12:38:48, Note,8
01/06/2013, 12:38:49, Note,7
01/06/2013, 12:38:52, Note,6
01/06/2013, 12:38:53, Note,5
01/06/2013, 12:38:54, Note,3
01/06/2013, 12:38:55, Note,3
01/06/2013, 12:38:56, Note,2
01/06/2013, 12:38:56, Note,1
01/06/2013, 12:38:58, Note,1
01/06/2013, 12:38:59, Note,2
01/06/2013, 12:39:00, Note,3
01/06/2013, 12:39:00, Note,4
01/06/2013, 12:39:01, Note,5
01/06/2013, 12:39:02, Note,6
01/06/2013, 12:39:02, Note,6
01/06/2013, 12:39:02, Note,7
01/06/2013, 12:39:02, Note,8
01/06/2013, 12:39:03, Note,7
01/06/2013, 12:39:03, Note,7
01/06/2013, 12:39:03, Note,8
01/06/2013, 12:39:03, Note,8
01/06/2013, 12:39:03, Note,7
01/06/2013, 12:39:03, Note,8
01/06/2013, 12:39:03, Note,7
01/06/2013, 12:39:03, Note,7
01/06/2013, 12:39:03, Note,8
01/06/2013, 12:39:04, Note,8
01/06/2013, 12:39:04, Note,8
01/06/2013, 12:39:04, Note,7
01/06/2013, 12:39:06, Note,8
01/06/2013, 12:39:06, Note,8
01/06/2013, 12:39:06, Note,7
01/06/2013, 12:39:07, Note,6
01/06/2013, 12:39:07, Note,7
01/06/2013, 12:39:08, Note,6
01/06/2013, 12:39:08, Note,4
01/06/2013, 12:39:08, Note,5
01/06/2013, 12:39:08, Note,3
01/06/2013, 12:39:09, Note,4
01/06/2013, 12:39:09, Note,2
01/06/2013, 12:39:09, Note,1
01/06/2013, 12:39:09, Note,2
01/06/2013, 12:39:10, Note,2
01/06/2013, 12:39:10, Note,3
01/06/2013, 12:39:10, Note,4
01/06/2013, 12:39:10, Note,5
01/06/2013, 12:39:11, Note,6
01/06/2013, 12:39:11, Note,5
01/06/2013, 12:39:11, Note,7
01/06/2013, 12:39:11, Note,8
01/06/2013, 12:39:11, Note,7
01/06/2013, 12:39:11, Note,7
01/06/2013, 12:39:11, Note,6
01/06/2013, 12:39:11, Note,5
01/06/2013, 12:39:11, Note,4
01/06/2013, 12:39:11, Note,6
01/06/2013, 12:39:11, Note,5
01/06/2013, 12:39:11, Note,4
01/06/2013, 12:39:12, Note,2
01/06/2013, 12:39:12, Note,1
01/06/2013, 12:39:12, Note,3
01/06/2013, 12:39:12, Note,2
01/06/2013, 12:39:12, Note,3
01/06/2013, 12:39:12, Note,4
01/06/2013, 12:39:12, Note,3
01/06/2013, 12:39:13, Note,2
01/06/2013, 12:39:13, Note,5
01/06/2013, 12:39:13, Note,4
01/06/2013, 12:39:13, Note,3
01/06/2013, 12:39:13, Note,4
01/06/2013, 12:39:13, Note,2
01/06/2013, 12:39:13, Note,3
01/06/2013, 12:39:13, Note,4
01/06/2013, 12:39:13, Note,3
01/06/2013, 12:39:13, Note,2
01/06/2013, 12:39:13, Note,3
01/06/2013, 12:39:14, Note,4
01/06/2013, 12:39:14, Note,3
01/06/2013, 12:39:14, Note,6
01/06/2013, 12:39:14, Note,7
01/06/2013, 12:39:14, Note,6
01/06/2013, 12:39:14, Note,4
01/06/2013, 12:39:14, Note,5
01/06/2013, 12:39:14, Note,6
01/06/2013, 12:39:14, Note,3
01/06/2013, 12:39:14, Note,7
01/06/2013, 12:39:14, Note,3
01/06/2013, 12:39:14, Note,6
01/06/2013, 12:39:14, Note,4
01/06/2013, 12:39:14, Note,5
01/06/2013, 12:39:14, Note,3
01/06/2013, 12:39:14, Note,6
01/06/2013, 12:39:14, Note,2
01/06/2013, 12:39:14, Note,3
01/06/2013, 12:39:14, Note,3
01/06/2013, 12:39:14, Note,6
01/06/2013, 12:39:15, Note,5
01/06/2013, 12:39:15, Note,3
01/06/2013, 12:39:15, Note,6
01/06/2013, 12:39:15, Note,3
01/06/2013, 12:39:15, Note,3
01/06/2013, 12:39:15, Note,5
01/06/2013, 12:39:15, Note,2
01/06/2013, 12:39:15, Note,5
01/06/2013, 12:39:15, Note,3
01/06/2013, 12:39:16, Note,2
01/06/2013, 12:39:16, Note,2
01/06/2013, 12:39:16, Note,6
01/06/2013, 12:39:16, Note,7
01/06/2013, 12:39:16, Note,2
01/06/2013, 12:39:16, Note,3
01/06/2013, 12:39:16, Note,2
01/06/2013, 12:39:16, Note,7
01/06/2013, 12:39:16, Note,2
01/06/2013, 12:39:16, Note,7
01/06/2013, 12:39:16, Note,5
01/06/2013, 12:39:17, Note,2
01/06/2013, 12:39:17, Note,7
01/06/2013, 12:39:17, Note,2
01/06/2013, 12:39:17, Note,6
01/06/2013, 12:39:17, Note,3
01/06/2013, 12:39:17, Note,6
01/06/2013, 12:39:17, Note,7
01/06/2013, 12:39:17, Note,2
01/06/2013, 12:39:17, Note,8
01/06/2013, 12:39:17, Note,8
01/06/2013, 12:39:17, Note,7
01/06/2013, 12:39:17, Note,2
01/06/2013, 12:39:17, Note,3
01/06/2013, 12:39:17, Note,7
01/06/2013, 12:39:18, Note,2
01/06/2013, 12:39:18, Note,8
01/06/2013, 12:39:18, Note,7
01/06/2013, 12:39:18, Note,3
01/06/2013, 12:39:18, Note,6
01/06/2013, 12:39:18, Note,2
01/06/2013, 12:39:18, Note,1
01/06/2013, 12:39:18, Note,6
01/06/2013, 12:39:18, Note,5
01/06/2013, 12:39:18, Note,1
01/06/2013, 12:39:19, Note,5
01/06/2013, 12:39:19, Note,6
01/06/2013, 12:39:20, Note,1
01/06/2013, 12:39:20, Note,2
01/06/2013, 12:39:20, Note,1
01/06/2013, 12:39:20, Note,7
01/06/2013, 12:39:21, Note,3
01/06/2013, 12:39:21, Note,6
01/06/2013, 12:39:21, Note,4
01/06/2013, 12:39:21, Note,5
01/06/2013, 12:39:21, Note,4
01/06/2013, 12:39:21, Note,5
01/06/2013, 12:39:22, Note,5
01/06/2013, 12:39:22, Note,5
01/06/2013, 12:39:22, Note,5
01/06/2013, 12:39:22, Note,5
01/06/2013, 12:39:22, Note,5
01/06/2013, 12:39:22, Note,6
01/06/2013, 12:39:23, Note,5
01/06/2013, 12:39:33, Screen Saver
01/06/2013, 12:39:44, Screen Saver
01/06/2013, 12:39:55, Screen Saver
01/06/2013, 12:40:06, Screen Saver
01/06/2013, 12:40:17, Screen Saver
01/06/2013, 12:40:28, Screen Saver
01/06/2013, 12:40:39, Screen Saver
01/06/2013, 12:40:50, Screen Saver
01/06/2013, 12:41:01, Screen Saver
01/06/2013, 12:41:12, Screen Saver
01/06/2013, 12:41:23, Screen Saver
01/06/2013, 12:41:34, Screen Saver
01/06/2013, 12:41:45, Screen Saver
01/06/2013, 12:41:56, Screen Saver
01/06/2013, 12:42:07, Screen Saver
01/06/2013, 12:42:18, Screen Saver
01/06/2013, 12:42:29, Screen Saver
01/06/2013, 12:42:40, Screen Saver
01/06/2013, 12:42:51, Screen Saver
01/06/2013, 12:43:02, Screen Saver
01/06/2013, 12:43:09, Note,1
01/06/2013, 12:43:11, Note,1
01/06/2013, 12:43:11, Note,2
01/06/2013, 12:43:11, Note,3
01/06/2013, 12:43:11, Note,3
01/06/2013, 12:43:12, Note,2
01/06/2013, 12:43:12, Note,3
01/06/2013, 12:43:12, Note,4
01/06/2013, 12:43:12, Note,5
01/06/2013, 12:43:12, Note,6
01/06/2013, 12:43:13, Note,7
01/06/2013, 12:43:13, Note,8
01/06/2013, 12:43:14, Note,7
01/06/2013, 12:43:14, Note,6
01/06/2013, 12:43:14, Note,7
01/06/2013, 12:43:15, Note,4
01/06/2013, 12:43:15, Note,4
01/06/2013, 12:43:16, Note,4
01/06/2013, 12:43:16, Note,4
01/06/2013, 12:43:16, Note,3
01/06/2013, 12:43:17, Note,3
01/06/2013, 12:43:17, Note,3
01/06/2013, 12:43:18, Note,2
01/06/2013, 12:43:18, Note,2
01/06/2013, 12:43:18, Note,2
01/06/2013, 12:43:19, Note,1
01/06/2013, 12:43:20, Note,4
01/06/2013, 12:43:20, Note,4
01/06/2013, 12:43:21, Note,5
01/06/2013, 12:43:21, Note,6
01/06/2013, 12:43:22, Note,7
01/06/2013, 12:43:22, Note,6
01/06/2013, 12:43:23, Note,5
01/06/2013, 12:43:23, Note,6
01/06/2013, 12:43:23, Note,8
01/06/2013, 12:43:24, Note,6
01/06/2013, 12:43:24, Note,8
01/06/2013, 12:43:24, Note,6
01/06/2013, 12:43:24, Note,6
01/06/2013, 12:43:25, Note,8
01/06/2013, 12:43:25, Note,8
01/06/2013, 12:43:25, Note,6
01/06/2013, 12:43:28, Note,6
01/06/2013, 12:43:29, Note,5
01/06/2013, 12:43:29, Note,5
01/06/2013, 12:43:29, Note,5
01/06/2013, 12:43:29, Note,5
01/06/2013, 12:43:29, Note,5
01/06/2013, 12:43:29, Note,6
01/06/2013, 12:43:30, Note,6
01/06/2013, 12:43:30, Note,7
01/06/2013, 12:43:31, Note,7
01/06/2013, 12:43:31, Note,6
01/06/2013, 12:43:31, Note,5
01/06/2013, 12:43:31, Note,4
01/06/2013, 12:43:31, Note,5
01/06/2013, 12:43:31, Note,6
01/06/2013, 12:43:31, Note,7
01/06/2013, 12:43:32, Note,6
01/06/2013, 12:43:32, Note,5
01/06/2013, 12:43:32, Note,2
01/06/2013, 12:43:32, Note,2
01/06/2013, 12:43:32, Note,3
01/06/2013, 12:43:32, Note,4
01/06/2013, 12:43:33, Note,4
01/06/2013, 12:43:33, Note,1
01/06/2013, 12:43:33, Note,2
01/06/2013, 12:43:33, Note,3
01/06/2013, 12:43:33, Note,7
01/06/2013, 12:43:34, Note,6
01/06/2013, 12:43:34, Note,2
01/06/2013, 12:43:34, Note,5
01/06/2013, 12:43:34, Note,4
01/06/2013, 12:43:34, Note,3
01/06/2013, 12:43:34, Note,4
01/06/2013, 12:43:34, Note,3
01/06/2013, 12:43:34, Note,6
01/06/2013, 12:43:34, Note,4
01/06/2013, 12:43:34, Note,7
01/06/2013, 12:43:34, Note,5
01/06/2013, 12:43:34, Note,8
01/06/2013, 12:43:35, Note,8
01/06/2013, 12:43:35, Note,6
01/06/2013, 12:43:35, Note,5
01/06/2013, 12:43:35, Note,4
01/06/2013, 12:43:36, Note,3
01/06/2013, 12:43:36, Note,3
01/06/2013, 12:43:36, Note,4
01/06/2013, 12:43:36, Note,5
01/06/2013, 12:43:37, Switching to instrument 0
01/06/2013, 12:43:38, Note,1
01/06/2013, 12:43:38, Note,2
01/06/2013, 12:43:39, Note,3
01/06/2013, 12:43:39, Note,4
01/06/2013, 12:43:39, Note,5
01/06/2013, 12:43:39, Note,6
01/06/2013, 12:43:39, Note,5
01/06/2013, 12:43:39, Note,7
01/06/2013, 12:43:40, Note,8
01/06/2013, 12:43:40, Note,7
01/06/2013, 12:43:40, Note,6
01/06/2013, 12:43:41, Note,5
01/06/2013, 12:43:41, Note,3
01/06/2013, 12:43:41, Note,2
01/06/2013, 12:43:41, Note,1
01/06/2013, 12:43:42, Note,1
01/06/2013, 12:43:42, Note,2
01/06/2013, 12:43:43, Note,3
01/06/2013, 12:43:43, Note,4
01/06/2013, 12:43:43, Note,5
01/06/2013, 12:43:44, Note,5
01/06/2013, 12:43:44, Note,5
01/06/2013, 12:43:44, Note,6
01/06/2013, 12:43:45, Note,8
01/06/2013, 12:43:45, Note,7
01/06/2013, 12:43:46, Note,4
01/06/2013, 12:43:46, Note,3
01/06/2013, 12:43:46, Note,2
01/06/2013, 12:43:46, Note,1
01/06/2013, 12:43:47, Switching to instrument 1
01/06/2013, 12:43:48, Note,1
01/06/2013, 12:43:49, Note,2
01/06/2013, 12:43:50, Note,4
01/06/2013, 12:43:50, Note,5
01/06/2013, 12:43:50, Note,6
01/06/2013, 12:43:50, Note,5
01/06/2013, 12:43:50, Note,5
01/06/2013, 12:43:50, Note,7
01/06/2013, 12:43:51, Note,6
01/06/2013, 12:43:52, Note,8
01/06/2013, 12:44:00, Note,4
01/06/2013, 12:44:00, Note,4
01/06/2013, 12:44:00, Note,2
01/06/2013, 12:44:00, Note,4
01/06/2013, 12:44:00, Note,4
01/06/2013, 12:44:00, Note,2
01/06/2013, 12:44:01, Note,3
01/06/2013, 12:44:01, Note,1
01/06/2013, 12:44:02, Note,1
01/06/2013, 12:44:02, Note,1
01/06/2013, 12:44:03, Note,1
01/06/2013, 12:44:03, Note,5
01/06/2013, 12:44:04, Note,5
01/06/2013, 12:44:05, Note,5
01/06/2013, 12:44:05, Note,6
01/06/2013, 12:44:05, Note,5
01/06/2013, 12:44:05, Note,5
01/06/2013, 12:44:06, Note,5
01/06/2013, 12:44:06, Note,4
01/06/2013, 12:44:07, Note,4
01/06/2013, 12:44:08, Note,3
01/06/2013, 12:44:09, Note,3
01/06/2013, 12:44:09, Note,2
01/06/2013, 12:44:10, Note,2
01/06/2013, 12:44:10, Note,2
01/06/2013, 12:44:11, Note,1
01/06/2013, 12:44:11, Switching to instrument 2
01/06/2013, 12:44:12, Note,1
01/06/2013, 12:44:14, Note,1
01/06/2013, 12:44:15, Note,5
01/06/2013, 12:44:16, Note,5
01/06/2013, 12:44:16, Note,5
01/06/2013, 12:44:17, Note,6
01/06/2013, 12:44:18, Note,5
01/06/2013, 12:44:18, Note,6
01/06/2013, 12:44:18, Note,5
01/06/2013, 12:44:19, Note,6
01/06/2013, 12:44:19, Note,5
01/06/2013, 12:44:21, Note,4
01/06/2013, 12:44:21, Note,4
01/06/2013, 12:44:22, Note,4
01/06/2013, 12:44:23, Note,3
